episode,reward,score,energy,app_timeout_rate,task_timeout_rate,curve_type
1,-1632.768043844016,-0.14,0.2062349272809214,0.14,0.259083728278041,training
2,-1397.5930228457632,-0.1533333333333333,0.1981727482002203,0.1533333333333333,0.239073196419168,training
3,-1142.0390561579525,-0.0866666666666666,0.1824406881818786,0.0866666666666666,0.1858873091100579,training
4,-958.2111761124986,-0.0533333333333333,0.1695486283960672,0.0533333333333333,0.1611374407582938,training
5,-918.201193043382,-0.06,0.1605474979575565,0.06,0.1484992101105845,training
6,-777.3656258926967,-0.0466666666666666,0.1539684406249282,0.0466666666666666,0.1258557135334386,training
7,-698.2416354122739,-0.0733333333333333,0.1475579318992416,0.0733333333333333,0.1216429699842022,training
8,-790.6342252623131,-0.06,0.145340246701648,0.06,0.1263823064770932,training
9,-631.3042970330221,-0.06,0.1383210774481874,0.06,0.0989994734070563,training
10,-584.2015137922602,-0.06,0.1371872811523553,0.06,0.1047919957872564,training
11,-591.6816777991328,-0.0533333333333333,0.1381408936258237,0.0533333333333333,0.1090047393364928,training
12,-618.771917408119,-0.06,0.1352183939710687,0.06,0.1058451816745655,training
13,-653.0925771052634,-0.0666666666666666,0.1328571867450073,0.0666666666666666,0.1084781463928383,training
14,-483.8544036178658,-0.0333333333333333,0.1345675542645403,0.0333333333333333,0.0758293838862559,training
15,-644.3861564887312,-0.0666666666666666,0.1327373648710582,0.0666666666666666,0.1090047393364928,training
16,-543.9919813701428,-0.04,0.132738456544253,0.04,0.0810953133228014,training
17,-492.0621034985821,-0.0266666666666666,0.1317271905060322,0.0266666666666666,0.0853080568720379,training
18,-538.8997995905894,-0.0466666666666666,0.1326595683631226,0.0466666666666666,0.0921537651395471,training
19,-426.3447442771804,-0.04,0.1308084639013863,0.04,0.0763559768299104,training
20,-479.2976411792962,-0.0133333333333333,0.1337365723013252,0.0133333333333333,0.0779357556608741,training
21,-531.1487182803575,-0.0333333333333333,0.1299765040524114,0.0333333333333333,0.0810953133228014,training
22,-500.734812252545,-0.0466666666666666,0.1299650486167874,0.0466666666666666,0.0853080568720379,training
23,-545.8290132356393,-0.02,0.1296022118054393,0.02,0.0795155344918378,training
24,-604.2597133996495,-0.06,0.1276966282484365,0.06,0.1032122169562927,training
25,-472.8508972671659,-0.0466666666666666,0.1283139992161215,0.0466666666666666,0.0742496050552922,training
26,-445.8903982579874,-0.0466666666666666,0.1290869114130779,0.0466666666666666,0.0737230121116377,training
27,-458.0423724484971,-0.0066666666666666,0.1297619144397304,0.0066666666666666,0.0737230121116377,training
28,-547.2403834297423,-0.0466666666666666,0.1289730957892141,0.0466666666666666,0.0874144286466561,training
29,-557.6511475897532,-0.04,0.1405294783098089,0.04,0.0953133228014744,training
30,-468.9663485540019,-0.04,0.1392266783762457,0.04,0.0853080568720379,training
31,-512.11212660924,-0.0466666666666666,0.1350780492956294,0.0466666666666666,0.091100579252238,training
32,-507.25749991767344,-0.04,0.1339338989856527,0.04,0.0805687203791469,training
33,-502.9791353882735,-0.02,0.1321767056039908,0.02,0.0805687203791469,training
34,-436.50538598827774,-0.0333333333333333,0.1338884527567621,0.0333333333333333,0.0784623486045287,training
35,-470.327686846117,-0.0266666666666666,0.1321894149633866,0.0266666666666666,0.0747761979989468,training
36,-435.696470278584,-0.0266666666666666,0.1318348315233287,0.0266666666666666,0.0789889415481832,training
37,-375.3317434719213,-0.0066666666666666,0.1346301995371852,0.0066666666666666,0.0668773038441284,training
38,-444.87728545094006,-0.0133333333333333,0.1331277003251427,0.0133333333333333,0.0716166403370194,training
39,-557.4712418620842,-0.0266666666666666,0.1322947087897071,0.0266666666666666,0.091100579252238,training
40,-462.1837381278707,-0.04,0.1290417131816234,0.04,0.0847814639283833,training
41,-492.6158359683352,-0.0533333333333333,0.1294693016176937,0.0533333333333333,0.0789889415481832,training
42,-425.3549021950554,-0.02,0.1306385415207943,0.02,0.0679304897314376,training
43,-499.04126621872337,-0.0266666666666666,0.133884315990219,0.0266666666666666,0.0832016850974197,training
44,-392.68826161688577,-0.0333333333333333,0.1353205931506243,0.0333333333333333,0.076882569773565,training
45,-575.3257731561647,-0.0466666666666666,0.1330940459981197,0.0466666666666666,0.0926803580832016,training
46,-518.8625611041529,-0.0133333333333333,0.1323866956381182,0.0133333333333333,0.0805687203791469,training
47,-489.9338172755491,-0.0333333333333333,0.1308158819908652,0.0333333333333333,0.0758293838862559,training
