episode,reward,score,energy,app_timeout_rate,task_timeout_rate,curve_type
1,-1881.2512565370675,-0.8333333333333334,0.4052747745289946,0.8333333333333334,0.8096666666666666,training
2,-1798.7450322464165,-0.74,0.3855162212377025,0.74,0.7906666666666666,training
3,-1852.08486407415,-0.6266666666666667,0.3634637343553045,0.6266666666666667,0.7803333333333333,training
4,-1724.8466910965751,-0.52,0.3370912246948809,0.52,0.7606666666666667,training
5,-1026.4391426416648,-0.2133333333333333,0.2607949924111827,0.2133333333333333,0.6956666666666667,training
6,-1131.55213456972,-0.2333333333333333,0.2557859779632828,0.2333333333333333,0.7033333333333334,training
7,-930.7096753201224,-0.18,0.2376495310330159,0.18,0.6856666666666666,training
8,-861.5681801216313,-0.1733333333333333,0.2316586638621707,0.1733333333333333,0.6896666666666667,training
9,-875.2607102164268,-0.1733333333333333,0.2318774379928454,0.1733333333333333,0.6883333333333334,training
10,-932.9828528291392,-0.1733333333333333,0.2319247385334261,0.1733333333333333,0.6876666666666666,training
11,-859.1861537040273,-0.18,0.2304209084811353,0.18,0.6983333333333334,training
12,-921.6865127303004,-0.1533333333333333,0.2352584830005517,0.1533333333333333,0.687,training
13,-902.9664383150774,-0.2133333333333333,0.2294210892054109,0.2133333333333333,0.6923333333333334,training
14,-869.6923301067167,-0.1733333333333333,0.2293124926942311,0.1733333333333333,0.6866666666666666,training
15,-855.8920661429333,-0.1733333333333333,0.2276158779882298,0.1733333333333333,0.6913333333333334,training
16,-831.9344649613478,-0.1733333333333333,0.2276161314118059,0.1733333333333333,0.6856666666666666,training
17,-922.7968084173448,-0.18,0.227441334982294,0.18,0.6963333333333334,training
18,-895.4461414547347,-0.1866666666666666,0.2274296263767522,0.1866666666666666,0.702,training
19,-894.9416297250957,-0.2,0.2268089349638914,0.2,0.683,training
20,-859.7749381336846,-0.1733333333333333,0.2282185394003966,0.1733333333333333,0.6863333333333334,training
21,-896.7441114384812,-0.1866666666666666,0.2275698888726792,0.1866666666666666,0.6903333333333334,training
