dag,reviewer,param_key,param_val,is_default,seed,app_timeout_rate,delay_succ,delay_all,UtilityScore_all,UtilityScore_succ,energy
chain,R1-6,SHIELD_THR_HIGH,1p05,False,3,0.10666666666666667,1.5485349979254923,1.5031354318258583,0.41441517816730655,0.4125916852247018,0.23327797896549166
chain,R1-6,SHIELD_THR_HIGH,1p15,False,3,0.16,1.5594091934492962,1.4952491633708362,0.0946469272604196,0.09156534828350067,0.23040216697788027
chain,R1-6,SHIELD_THR_HIGH,1p1,False,3,0.14,1.5840156754735448,1.5083973259886774,0.22133337383060306,0.2178463601447319,0.23214233204127727
chain,R1-6,SHIELD_THR_HIGH,1p2,False,3,0.14666666666666667,1.550790002331342,1.5011986015697707,0.17922400651289647,0.17689750221306375,0.2315834495392582
chain,R1-6,SHIELD_THR_HIGH,1p05,False,5,0.12666666666666668,1.493984880174976,1.4632951755996484,0.3049334399862614,0.30358418383479485,0.20507699033781784
chain,R1-6,SHIELD_THR_HIGH,1p15,False,5,0.14,1.5089906698459374,1.4592665534213816,0.2221229170315523,0.219831443381489,0.2039963483856348
chain,R1-6,SHIELD_THR_HIGH,1p1,False,5,0.12666666666666668,1.5147195825056312,1.4706610271707967,0.30324827528595705,0.3013087013947984,0.2042254012377586
chain,R1-6,SHIELD_THR_HIGH,1p2,False,5,0.09333333333333334,1.519337127153733,1.48231831239838,0.4783032904640048,0.4769188741279533,0.20507666643332126
chain,R1-6,SHIELD_THR_HIGH,1p05,False,7,0.02,1.2089735770470593,1.2003086719105887,0.6902801255551977,0.6900602850442251,0.19688514627340623
chain,R1-6,SHIELD_THR_HIGH,1p15,False,7,0.006666666666666667,1.221881987200657,1.2125439748059423,0.6989028080354169,0.6986713046702058,0.19776545988127214
chain,R1-6,SHIELD_THR_HIGH,1p1,False,7,0.02,1.2208117199192643,1.209874704192928,0.6889357385359032,0.6886572476929109,0.19760332265847352
chain,R1-6,SHIELD_THR_HIGH,1p2,False,7,0.02,1.2185814228223586,1.2080854518153858,0.6897684222996343,0.6895017496688107,0.19721867045663627
chain,R1-6,SHIELD_THR_HIGH,1p05,False,42,0.006666666666666667,1.2345179874714636,1.2239501216400324,0.6957419746887372,0.6954777130600681,0.1971208181973084
chain,R1-6,SHIELD_THR_HIGH,1p15,False,42,0.03333333333333333,1.2569770204753155,1.2423723453674544,0.668494384753343,0.6681028203064077,0.19632531106395498
chain,R1-6,SHIELD_THR_HIGH,1p1,False,42,0.02666666666666667,1.2283971304326466,1.2184266359400213,0.6794279376049422,0.6791677799683081,0.1973878464876739
chain,R1-6,SHIELD_THR_HIGH,1p2,False,42,0.02666666666666667,1.2364922203246016,1.2281026871051255,0.6784475253273432,0.6782280895251149,0.19713493760182382
chain,R1-6,SHIELD_THR_HIGH,1,False,1,0.09333333333333334,1.372802392572036,1.3566045488233356,0.49054115387106156,0.4899449871585181,0.2088286466475856
chain,R1-6,SHIELD_THR_HIGH,1,False,3,0.18666666666666668,1.5639412781057793,1.4949588946740462,-0.08225836315343305,-0.08557699358894742,0.22928754611496457
chain,R1-6,SHIELD_THR_HIGH,1,False,5,0.14666666666666667,1.5156321516882967,1.4628260302268294,0.1823766025680152,0.1799021139758377,0.20881071510054466
chain,R1-6,SHIELD_THR_HIGH,1,False,7,0.02,1.2163553477234803,1.2112768361326978,0.6899494334100944,0.689820487753183,0.1972266331299208
chain,R1-6,SHIELD_THR_HIGH,1,False,42,0.02666666666666667,1.2334366640704988,1.226253375320072,0.6787386448333168,0.6785509044112104,0.19721657278285165
default,R1-6,SHIELD_THR_HIGH,1p05,False,1,0.12,1.2409760406214267,1.2111532074553315,0.3677033464264279,0.3664531377836714,0.2037406924952112
default,R1-6,SHIELD_THR_HIGH,1p15,False,1,0.12,1.246387016461081,1.2138984271606408,0.3683232361905264,0.3669619285981592,0.20447755369378884
